time,timestamp,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_emailservice,frontend_currencyservice,frontend_recommendationservice,recommendationservice_productcatalogservice,checkoutservice_cartservice,frontend_checkoutservice,frontend_shippingservice,frontend_adservice,frontend_productcatalogservice,checkoutservice_shippingservice,frontend_cartservice,checkoutservice_paymentservice
2022-08-23 22:29:28.996924731 +0000 UTC m=+37800.979361006,1661293768,0.003444444,0.04375,0.003,0.006931818,0.007865169,0.003358974,0.003,0.205,0.003,0.013076923,0.003251429,0.003,0.003,0.003
2022-08-23 22:30:28.939724741 +0000 UTC m=+37860.922161022,1661293828,0.003,0.063461538,0.003,0.005625,0.007844828,0.003421053,0.003,0.175,0.003,0.012426471,0.00314539,0.003,0.003051282,0.003
2022-08-23 22:31:29.089742108 +0000 UTC m=+37921.072178405,1661293889,0.003153846,0.046875,0.003,0.005681818,0.007757732,0.003172043,0.003,0.291666667,0.003058824,0.014256757,0.003138843,0.003,0.003032787,0.003
2022-08-23 22:32:28.787288768 +0000 UTC m=+37980.769725044,1661293948,0.003,0.0175,0.003,0.004259574,0.007780899,0.003547945,0.003,0.175,0.003076923,0.0154375,0.003291188,0.003,0.003032258,0.003
2022-08-23 22:33:28.966476621 +0000 UTC m=+38040.948912896,1661294008,0.003181818,0.004125,0.003,0.00442735,0.007733333,0.003526316,0.003,0.2125,0.003,0.014285714,0.003175,0.003,0.003,0.003
2022-08-23 22:34:28.964050162 +0000 UTC m=+38100.946486437,1661294068,0.003,0.003,0.005,0.004766497,0.007635135,0.0034,0.003,0.1,0.003,0.01375,0.003110454,0.003,0.003,0.003
2022-08-23 22:35:29.063208427 +0000 UTC m=+38161.045644711,1661294129,0.004,0.005,0.003,0.004787879,0.007820513,0.003289157,0.003,0.2125,0.003,0.0139,0.00319573,0.003,0.003229167,0.003
2022-08-23 22:36:29.016418471 +0000 UTC m=+38220.998854747,1661294189,0.003222222,0.003714286,0.003,0.00376087,0.007743902,0.003426667,0.003,0.3125,0.002939394,0.012916667,0.003183746,0.003,0.003055556,0.003
2022-08-23 22:37:28.98726731 +0000 UTC m=+38280.969703585,1661294248,0.003,0.061111111,0.003,0.00492,0.007787356,0.003236842,0.003,0.291666667,0.003,0.012954545,0.003175908,0.003,0.003,0.003
2022-08-23 22:38:29.147491621 +0000 UTC m=+38341.129927897,1661294309,0.003,0.028571429,0.003,0.003977099,0.007816092,0.003506667,0.003,0.2,0.003,0.013145161,0.003267161,0.002818182,0.003,0.003
2022-08-23 22:39:29.100187925 +0000 UTC m=+38401.082624200,1661294369,0.003,0.004333333,0.003,0.004625571,0.007819149,0.003459459,0.003,0.175,0.003,0.013461538,0.003181146,0.003,0.003015625,0.003
2022-08-23 22:40:28.911153898 +0000 UTC m=+38460.893590172,1661294428,0.003333333,0.01,0.003,0.004643564,0.007645349,0.003202532,0.003,0.25,0.00292,0.009868421,0.003160149,0.003,0.003070796,0.003
2022-08-23 22:41:29.028779749 +0000 UTC m=+38521.011216024,1661294489,0.003285714,0.004142857,0.003,0.004655172,0.007894737,0.003240964,0.003153846,0.2,0.003,0.01462766,0.003161687,0.003,0.003047619,0.003
2022-08-23 22:42:29.027228688 +0000 UTC m=+38581.009664963,1661294549,0.003117647,0.041666667,0.003,0.02,0.00777439,0.003461538,0.003,0.22,0.003,0.014207317,0.00323913,0.002866667,0.003123894,0.003
2022-08-23 22:43:28.905327086 +0000 UTC m=+38640.887763391,1661294608,0.003,0.0375,0.003,0.004122642,0.007652439,0.003128205,0.003,0.3125,0.003,0.012109375,0.003131737,0.003,0.003035714,0.003
2022-08-23 22:44:29.023186951 +0000 UTC m=+38701.005623237,1661294669,0.003,0.003380952,0.003,0.004132231,0.007752809,0.00317284,0.003,0.175,0.003,0.0135,0.003130112,0.003,0.003,0.003
2022-08-23 22:45:28.818600179 +0000 UTC m=+38760.801036455,1661294728,0.003153846,0.075,0.003,0.00537037,0.007732558,0.003463415,0.003,0.2,0.0029375,0.017358491,0.003238501,0.002714286,0.003071429,0.003
2022-08-23 22:46:28.949603523 +0000 UTC m=+38820.932039798,1661294788,0.003285714,0.0625,0.003,0.009393939,0.008143939,0.003617647,0.003,0.1,0.003068966,0.014573171,0.003246679,0.003,0.003058824,0.003
2022-08-23 22:47:28.910815122 +0000 UTC m=+38880.893251398,1661294848,0.00325,0.004666667,0.003666667,0.004507246,0.007722222,0.003155556,0.003,0.175,0.003125,0.014573171,0.00312459,0.003,0.003,0.003
2022-08-23 22:48:29.078640537 +0000 UTC m=+38941.061076811,1661294909,0.003,0.058333333,0.003,0.006583333,0.007676471,0.003261905,0.003,0.375,0.0029,0.012109375,0.003168761,0.003,0.003017391,0.003
2022-08-23 22:49:29.043242588 +0000 UTC m=+39001.025678870,1661294969,0.003,0.003,0.003,0.003847162,0.00771978,0.003244444,0.003,0.091666667,0.00292,0.015535714,0.00312601,0.0026,0.003036697,0.003
2022-08-23 22:50:29.308956503 +0000 UTC m=+39061.291392778,1661295029,0.003111111,0.0038,0.003,0.004400881,0.007645349,0.003512195,0.003,0.175,0.003,0.014864865,0.00322549,0.002846154,0.00309009,0.003
2022-08-23 22:51:28.932054117 +0000 UTC m=+39120.914490392,1661295088,0.003,0.0045,0.003,0.004406699,0.007828947,0.003119048,0.003,0.2125,0.003,0.012884615,0.00312973,0.003,0.003074074,0.003
2022-08-23 22:52:28.965382383 +0000 UTC m=+39180.947818666,1661295148,0.003,0.125,0.003,0.0065,0.007658228,0.003123457,0.003,0.375,0.003,0.0135625,0.003144981,0.002666667,0.003037037,0.003
2022-08-23 22:53:28.97641007 +0000 UTC m=+39240.958846345,1661295208,0.003,0.0046,0.003,0.004782383,0.00777027,0.003405063,0.003,0.175,0.003,0.015670732,0.003127586,0.003,0.003082474,0.003
2022-08-23 22:54:28.892253108 +0000 UTC m=+39300.874689384,1661295268,0.003125,0.0175,0.003,0.004321101,0.007977528,0.00353012,0.003153846,0.19375,0.003,0.014125,0.003136943,0.003,0.00305042,0.003
2022-08-23 22:55:28.827345908 +0000 UTC m=+39360.809782183,1661295328,0.003,0.03125,0.003,0.004837563,0.007891566,0.003322581,0.003,0.25,0.003,0.009571429,0.003188498,0.003,0.003,0.003
2022-08-23 22:56:29.051065473 +0000 UTC m=+39421.033501749,1661295389,0.003181818,0.004,0.004,0.003823529,0.007816456,0.003045455,0.003,0.175,0.003,0.013653846,0.003102564,0.003,0.003195652,0.003
2022-08-23 22:57:29.12416181 +0000 UTC m=+39481.106598085,1661295449,0.003,0.0045,0.003,0.004521951,0.007559524,0.003303797,0.003,0.175,0.002933333,0.015,0.003145455,0.003,0.003,0.003
2022-08-23 22:58:29.048674712 +0000 UTC m=+39541.031110996,1661295509,0.0034,0.003571429,0.003,0.00395935,0.008117284,0.003289157,0.003,0.1375,0.003,0.015380435,0.003197761,0.002818182,0.003,0.003
2022-08-23 22:59:29.269643101 +0000 UTC m=+39601.252079375,1661295569,0.003,0.004,0.003,0.004530516,0.007865854,0.003275,0.003,0.25,0.003,0.013428571,0.003200758,0.003,0.003073394,0.003
2022-08-23 23:00:28.823402839 +0000 UTC m=+39660.805839114,1661295628,0.003,0.003,0.003,0.004353982,0.007703488,0.003240964,0.003,0.25,0.002923077,0.016,0.003187156,0.003,0.003035088,0.003
2022-08-23 23:01:28.953663107 +0000 UTC m=+39720.936099398,1661295688,0.003666667,0.00375,0.003,0.004181034,0.007724719,0.003493827,0.003,0.15,0.003,0.015735294,0.003188119,0.003,0.003,0.003
2022-08-23 23:02:28.871056744 +0000 UTC m=+39780.853493048,1661295748,0.003,0.01,0.003,0.006759259,0.007835366,0.003506329,0.003,0.19375,0.003,0.011607143,0.003180272,0.003,0.003018182,0.003
2022-08-23 23:03:28.957749592 +0000 UTC m=+39840.940185868,1661295808,0.003,0.003888889,0.003,0.006283784,0.007857143,0.003385542,0.003,0.1,0.003,0.01225,0.00324525,0.003,0.00301626,0.003
2022-08-23 23:04:28.905279143 +0000 UTC m=+39900.887715418,1661295868,0.003,0.003888889,0.003,0.004950495,0.007842105,0.003197531,0.003285714,0.175,0.002916667,0.0142,0.003144981,0.003,0.003045113,0.003
2022-08-23 23:05:29.07895328 +0000 UTC m=+39961.061389554,1661295929,0.003,0.0075,0.003,0.004776596,0.00806338,0.003405405,0.003,0.25,0.003083333,0.013055556,0.003160305,0.002818182,0.003018692,0.003
2022-08-23 23:06:29.096756994 +0000 UTC m=+40021.079193270,1661295989,0.003333333,0.0038,0.0035,0.028846154,0.007713415,0.003676471,0.003,0.291666667,0.003,0.01525,0.00329572,0.003,0.003036697,0.003
2022-08-23 23:07:29.260185212 +0000 UTC m=+40081.242621515,1661296049,0.0034,0.004666667,0.003,0.004702128,0.0078125,0.003433735,0.003,0.2125,0.003,0.0135,0.003306368,0.003,0.003,0.003
2022-08-23 23:08:28.947790836 +0000 UTC m=+40140.930227111,1661296108,0.0032,0.004230769,0.003,0.004290043,0.007839506,0.003197531,0.003,0.15625,0.003,0.01375,0.003134791,0.003,0.003036697,0.003
2022-08-23 23:09:29.017870522 +0000 UTC m=+40201.000306798,1661296169,0.003285714,0.005,0.003285714,0.004521951,0.007743902,0.003091954,0.003,0.22,0.003,0.016219512,0.003086059,0.002846154,0.003019048,0.003
2022-08-23 23:10:29.039315978 +0000 UTC m=+40261.021752254,1661296229,0.003235294,0.004090909,0.003,0.005,0.007761628,0.003137931,0.003,0.25,0.003,0.012763158,0.003125899,0.003,0.002983471,0.003
2022-08-23 23:11:28.805238539 +0000 UTC m=+40320.787674815,1661296288,0.003111111,0.0042,0.003,0.004808383,0.00806962,0.003394737,0.003,0.175,0.003117647,0.013863636,0.003204545,0.003,0.003,0.003
2022-08-23 23:12:28.948090676 +0000 UTC m=+40380.930526954,1661296348,0.003,0.004090909,0.003,0.004637209,0.007930108,0.003365854,0.003,0.15,0.002941176,0.014852941,0.003185965,0.003,0.003015152,0.003
2022-08-23 23:13:29.139557458 +0000 UTC m=+40441.121993734,1661296409,0.003133333,0.00425,0.003,0.004178082,0.007957317,0.003390805,0.003,0.28125,0.003,0.01525,0.003184713,0.003,0.003035714,0.0034
2022-08-23 23:14:29.013690903 +0000 UTC m=+40500.996127179,1661296469,0.003307692,0.003333333,0.003,0.003743802,0.007708333,0.003164706,0.0034,0.175,0.003117647,0.010961538,0.003110714,0.003,0.003102564,0.003
2022-08-23 23:15:29.243618178 +0000 UTC m=+40561.226054463,1661296529,0.003,0.064285714,0.003,0.004635468,0.007823529,0.003296296,0.0034,0.25,0.003,0.014558824,0.003174545,0.003,0.003052632,0.003
2022-08-23 23:16:28.918578772 +0000 UTC m=+40620.901015074,1661296588,0.003,0.003333333,0.003,0.004183099,0.007794118,0.003258824,0.003,0.25,0.003,0.014137931,0.00319788,0.003,0.003053571,0.003
2022-08-23 23:17:29.148857091 +0000 UTC m=+40681.131293366,1661296649,0.003086957,0.003909091,0.00325,0.00422807,0.007650602,0.003275,0.003,0.175,0.003076923,0.01375,0.00314882,0.003,0.003,0.003
2022-08-23 23:18:28.855785044 +0000 UTC m=+40740.838221319,1661296708,0.003571429,,0.003,0.004691589,0.007916667,0.003382353,,0.175,0.003074074,0.011985294,0.003179641,0.003,0.003,
2022-08-23 23:19:29.183415398 +0000 UTC m=+40801.165851683,1661296769,0.0032,0.004384615,0.003,0.007916667,0.007910959,0.003481928,0.003,0.3125,0.003,0.0146875,0.003191558,0.003,0.003018182,0.003
2022-08-23 23:20:29.22346677 +0000 UTC m=+40861.205903053,1661296829,0.003,0.025,0.003,0.004715909,0.007933333,0.00335,0.003,0.225,0.002913043,0.015390625,0.00328,0.003,0.003,0.003
2022-08-23 23:21:29.019293019 +0000 UTC m=+40921.001729295,1661296889,0.003,0.004333333,0.003,0.004930348,0.007777778,0.003422535,0.003,0.225,0.003,0.014191176,0.003158192,0.003,0.003,0.003
2022-08-23 23:22:28.918047718 +0000 UTC m=+40980.900484018,1661296948,0.003166667,0.003888889,0.003,0.004258621,0.008051471,0.003121951,0.003,0.091666667,0.003,0.0135625,0.003118959,0.003,0.003135922,0.003
2022-08-23 23:23:28.960890261 +0000 UTC m=+41040.943326537,1661297008,0.003,0.005,0.003,0.004419355,0.007698864,0.003072289,0.003,0.2125,0.002904762,0.015054348,0.003107692,0.003,0.003035398,0.003
2022-08-23 23:24:28.967473515 +0000 UTC m=+41100.949909797,1661297068,0.003,0.004,0.003,0.004327511,0.007790698,0.003289474,0.003,0.25,0.003,0.014615385,0.003170213,0.003,0.003125,0.003
2022-08-23 23:25:29.013139192 +0000 UTC m=+41160.995575485,1661297129,0.0035,0.003714286,0.003,0.004184549,0.008125,0.003465753,0.003133333,0.175,0.003,0.011551724,0.003159851,0.003,0.003053097,0.003
2022-08-23 23:26:29.201476205 +0000 UTC m=+41221.183912481,1661297189,0.003545455,0.005,0.003,0.004740933,0.007819767,0.003355556,0.003,0.15,0.003066667,0.014573171,0.003217532,0.003,0.003016129,0.003
2022-08-23 23:27:29.278301272 +0000 UTC m=+41281.260737547,1661297249,0.003,0.004,0.003,0.004116883,0.007682927,0.003363636,0.003,0.1375,0.003,0.015178571,0.003185255,0.003,0.003,0.003
2022-08-23 23:28:28.850765737 +0000 UTC m=+41340.833202022,1661297308,0.003666667,0.05625,0.003,0.004140351,0.008055556,0.003554217,0.003,0.416666667,0.002935484,0.014186047,0.003236842,0.0025,0.003016949,0.003
2022-08-23 23:29:29.042735994 +0000 UTC m=+41401.025172269,1661297369,0.003,0.040625,0.003,0.008333333,0.007965116,0.003206897,0.003,0.2,0.003,0.013482143,0.003166378,0.003,0.003016129,0.003
2022-08-23 23:30:28.924275972 +0000 UTC m=+41460.906712246,1661297428,0.003,0.004090909,0.003,0.01,0.007755682,0.003450704,0.003,0.175,0.003,0.01375,0.003160448,0.003,0.00301626,0.003
2022-08-23 23:31:29.074490885 +0000 UTC m=+41521.056927160,1661297489,0.003,0.003666667,0.003,0.004112971,0.00771875,0.003155844,0.003,0.175,0.002846154,0.011630435,0.003141129,0.002333333,0.003017699,0.003
2022-08-23 23:32:29.185016786 +0000 UTC m=+41581.167453070,1661297549,0.003666667,0.003666667,0.003,0.00470892,0.007710843,0.0032,0.003,0.175,0.003,0.010454545,0.003181818,0.003,0.003,0.003
2022-08-23 23:33:29.075426217 +0000 UTC m=+41641.057862493,1661297609,0.003,0.0375,0.003,0.0246875,0.007936047,0.003410256,0.003,0.291666667,0.003148148,0.015576923,0.003189435,0.003,0.003065574,0.003
2022-08-23 23:34:28.982116133 +0000 UTC m=+41700.964552419,1661297668,0.005,0.004,0.003,0.004269076,0.007710843,0.003630137,0.003285714,0.375,0.003,0.016219512,0.003330275,0.003,0.003,0.003
2022-08-23 23:35:28.823476013 +0000 UTC m=+41760.805912335,1661297728,0.003166667,0.003952381,0.003,0.006018519,0.007526596,0.003395349,0.003,0.175,0.003074074,0.011136364,0.0031458,0.003,0.003016807,0.003
2022-08-23 23:36:29.049135916 +0000 UTC m=+41821.031572212,1661297789,0.003,0.00625,0.003,0.004554502,0.008059211,0.00338961,0.003222222,0.1375,0.003064516,0.013333333,0.003215722,0.0034,0.003037383,0.003
2022-08-23 23:37:29.156667916 +0000 UTC m=+41881.139104219,1661297849,0.003615385,0.004,0.003,0.004979381,0.007765957,0.003473684,0.003,0.25,0.003,0.015625,0.003290566,0.003,0.00301626,0.003
2022-08-23 23:38:29.194233929 +0000 UTC m=+41941.176670204,1661297909,0.00325,0.0034,0.003,0.003952,0.007993827,0.003333333,0.003,0.25,0.002941176,0.015,0.003228669,0.003,0.003017241,0.003
2022-08-23 23:39:28.914202629 +0000 UTC m=+42000.896638905,1661297968,0.003222222,0.003461538,0.003,0.003756972,0.007688172,0.003372093,0.003,0.175,0.003,0.015625,0.003203279,0.003,0.003035088,0.003
2022-08-23 23:40:28.957232044 +0000 UTC m=+42060.939668326,1661298028,0.003352941,0.0625,0.003,0.004988701,0.007941176,0.003666667,0.003,0.34375,0.003,0.015675676,0.003246377,0.003,0.003065574,0.003
2022-08-23 23:41:29.014764109 +0000 UTC m=+42120.997200392,1661298089,0.003,0.0375,0.003,0.004721973,0.00778481,0.003205128,0.003,0.225,0.003,0.013642857,0.003156788,0.003,0.003036697,0.003
2022-08-23 23:42:29.056765968 +0000 UTC m=+42181.039202254,1661298149,0.003181818,0.04375,0.003,0.004796117,0.007777778,0.003363636,0.003,0.225,0.002945946,0.016891892,0.003116719,0.003,0.003036036,0.003
2022-08-23 23:43:29.255038267 +0000 UTC m=+42241.237474543,1661298209,0.003,0.004076923,0.003,0.004464789,0.00761236,0.0031,0.003,0.15,0.003,0.015581395,0.003076923,0.003,0.003050847,0.003
2022-08-23 23:44:29.20204541 +0000 UTC m=+42301.184481685,1661298269,0.003,0.0042,0.003,0.004686957,0.007581522,0.003197802,0.003,0.225,0.003,0.015882353,0.003104746,0.003,0.00304918,0.003
2022-08-23 23:45:29.125697327 +0000 UTC m=+42361.108133613,1661298329,0.003,0.0035,0.003,0.00418408,0.008035714,0.003277778,0.003,0.375,0.003,0.013636364,0.003135729,0.003,0.003072072,0.003
2022-08-23 23:46:28.996736093 +0000 UTC m=+42420.979172399,1661298388,0.0034,0.0042,0.003,0.004489796,0.008012048,0.003428571,0.003,0.0875,0.002875,0.016486486,0.003289242,0.003,0.003111111,0.003
2022-08-23 23:47:29.32775642 +0000 UTC m=+42481.310192695,1661298449,0.003428571,0.03125,0.003,0.00426,0.007835366,0.003285714,0.003,0.25,0.003090909,0.014875,0.003173913,0.002818182,0.003055046,0.003
2022-08-23 23:48:29.190369804 +0000 UTC m=+42541.172806080,1661298509,0.003133333,0.0375,0.003,0.00775,0.007666667,0.003225,0.003,0.375,0.003,0.013529412,0.003196226,0.003,0.003017544,0.003
2022-08-23 23:49:29.137429439 +0000 UTC m=+42601.119865715,1661298569,0.003666667,0.004,0.003,0.004818182,0.007887324,0.00343038,0.003,0.2125,0.003,0.015142857,0.003175503,0.003,0.003,0.003
2022-08-23 23:50:28.924777494 +0000 UTC m=+42660.907213769,1661298628,0.0075,0.003666667,0.003,0.004464286,0.007866667,0.003315789,0.003,0.175,0.003,0.011590909,0.003236434,0.003,0.003,0.003
2022-08-23 23:51:29.016715039 +0000 UTC m=+42720.999151314,1661298689,0.003,0.0175,0.003,0.004977273,0.007820513,0.003277778,0.003,0.15625,0.003,0.0146875,0.003180328,0.003,0.003053097,0.003
2022-08-23 23:52:29.239122487 +0000 UTC m=+42781.221558773,1661298749,0.003181818,0.005,0.003,0.004532995,0.007941176,0.003626866,0.003,0.25,0.003,0.015571429,0.00321611,0.003,0.003,0.003
2022-08-23 23:53:29.324152864 +0000 UTC m=+42841.306589138,1661298809,0.004,0.125,0.003,0.006388889,0.008115942,0.003540541,0.003,0.4375,0.003,0.014285714,0.003264925,0.003,0.003035398,0.003
2022-08-23 23:54:28.969214499 +0000 UTC m=+42900.951650784,1661298868,0.004111111,0.1,0.003,0.0265625,0.007694805,0.003342105,0.003,0.583333333,0.003,0.014191176,0.0032158,0.003,0.003058824,0.003
2022-08-23 23:55:28.910044003 +0000 UTC m=+42960.892480281,1661298928,0.003222222,0.0175,0.003,0.005,0.007694805,0.003533333,0.003,0.225,0.003,0.013529412,0.003247723,0.003,0.003019417,0.003
2022-08-23 23:56:28.921691403 +0000 UTC m=+43020.904127679,1661298988,0.003,0.004,0.003,0.004268519,0.007722222,0.003222222,0.003,0.1625,0.003,0.012837838,0.00318125,0.003,0.003090909,0.003
2022-08-23 23:57:29.055317394 +0000 UTC m=+43081.037753698,1661299049,0.003235294,0.066666667,0.003,0.004682051,0.007727273,0.003229885,0.003,0.416666667,0.002916667,0.010441176,0.003198606,0.002777778,0.003017094,0.003
2022-08-23 23:58:29.076034728 +0000 UTC m=+43141.058471004,1661299109,0.003333333,0.004846154,0.003,0.008214286,0.007746914,0.003333333,0.003,0.175,0.003,0.016333333,0.003177083,0.003181818,0.003,0.003
2022-08-23 23:59:28.856038098 +0000 UTC m=+43200.838474393,1661299168,0.003923077,0.0045,0.003,0.004125,0.007896341,0.003481928,0.003,0.291666667,0.003,0.012708333,0.003198675,0.003,0.003033333,0.003
