time,timestamp,frontend_currencyservice,frontend_shippingservice,frontend_checkoutservice,frontend_adservice,checkoutservice_productcatalogservice,frontend_cartservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_shippingservice,checkoutservice_paymentservice
2022-08-22 09:52:20.226182716 +0000 UTC m=+21660.732136712,1661161940,0.006111111,0.003071429,0.175,0.011551724,0.0075,0.003017241,0.003,0.004852308,0.003,0.006647727,0.0125,0.003857143,0.003,0.003
2022-08-22 09:53:20.424577625 +0000 UTC m=+21720.930531625,1661162000,0.004988439,0.003,0.225,0.016,0.0065,0.003,0.003,0.004753333,0.003,0.007435897,0.011395349,0.00475,0.003222222,0.003
2022-08-22 09:54:20.226377721 +0000 UTC m=+21780.732331702,1661162060,0.004185455,0.002939394,0.75,0.018289474,0.005625,0.003034783,0.003,0.006190476,0.003,0.0088125,0.014117647,0.04375,0.003,0.003
2022-08-22 09:55:20.094522505 +0000 UTC m=+21840.600476501,1661162120,0.00466474,0.003,0.3125,0.015131579,0.0071875,0.0031,0.003,0.004736486,0.003,0.005892857,0.01,0.075,0.0026,0.003
2022-08-22 09:56:20.232305758 +0000 UTC m=+21900.738259738,1661162180,0.004472727,0.003,0.19375,0.015328947,0.0045,0.003036364,0.003,0.004457627,0.003,0.006357143,0.0115,0.004692308,0.003,0.003
2022-08-22 09:57:20.406026331 +0000 UTC m=+21960.911980311,1661162240,0.004066667,0.003,0.1,0.015204082,0.004,0.003,0.003,0.004702422,0.003,0.005833333,0.01375,0.0034,0.003,0.003
2022-08-22 09:58:20.08984264 +0000 UTC m=+22020.595796620,1661162300,0.004862069,0.003060606,0.19375,0.011381579,0.005625,0.003031746,0.003,0.005553279,0.003,0.0078125,0.01234375,0.003823529,0.003,0.003
2022-08-22 09:59:20.495307873 +0000 UTC m=+22081.001261860,1661162360,0.004302083,0.003,0.175,0.015192308,0.004,0.003038095,0.003,0.005614754,0.003,0.008255814,0.013238636,0.0625,0.003,0.003
2022-08-22 10:00:20.556381726 +0000 UTC m=+22141.062335706,1661162420,0.004796791,0.002925926,0.175,0.01075,0.0075,0.003035714,0.003,0.006269841,0.003,0.007712766,0.009840426,0.0046,0.003,0.003
2022-08-22 10:01:20.406421982 +0000 UTC m=+22200.912375963,1661162480,0.004052174,0.003,0.2,0.0150625,0.00475,0.003111111,0.003,0.005255556,0.003,0.008076923,0.014821429,0.003428571,0.003,0.003
2022-08-22 10:02:20.551248847 +0000 UTC m=+22261.057202846,1661162540,0.003658228,0.003,0.175,0.014573171,0.005,0.00306,0.003,0.005322165,0.003,0.00775,0.012833333,0.003,0.003,0.003
2022-08-22 10:03:20.378113564 +0000 UTC m=+22320.884067544,1661162600,0.009,0.003,0.25,0.011323529,0.01,0.003089286,0.003,0.005172065,0.003,0.008231707,0.012678571,0.083333333,0.003,0.003
2022-08-22 10:04:20.400009314 +0000 UTC m=+22380.905963301,1661162660,0.009910714,0.003,0.5,0.013642857,0.007857143,0.003039216,0.003,0.004807143,0.003,0.007285714,0.010241935,0.05,0.003,0.003
2022-08-22 10:05:20.134974499 +0000 UTC m=+22440.640928479,1661162720,0.004342466,0.003066667,0.3125,0.01421875,0.006071429,0.003077519,0.003,0.005376344,0.003,0.008387097,0.013088235,0.004571429,0.003,0.003
2022-08-22 10:06:20.44236505 +0000 UTC m=+22500.948319030,1661162780,0.004350877,0.003,0.291666667,0.013642857,0.00325,0.003036036,0.003,0.004779817,0.003,0.007361111,0.01375,0.045833333,0.002777778,0.003
2022-08-22 10:07:20.20383668 +0000 UTC m=+22560.709790696,1661162840,0.0042103,0.00308,0.25,0.013214286,0.006875,0.003016949,0.003,0.005429185,0.003,0.007,0.012647059,0.004,0.003,0.003
2022-08-22 10:08:20.396696613 +0000 UTC m=+22620.902650594,1661162900,0.023421053,0.003,0.175,0.0154375,0.003666667,0.003130841,0.003,0.004800712,0.003,0.006969697,0.009878049,0.0625,0.003,0.003
2022-08-22 10:09:20.141546539 +0000 UTC m=+22680.647500520,1661162960,0.009930556,0.003,0.075,0.012954545,0.0075,0.003045802,0.005,0.004758824,0.003,0.006982759,0.011285714,0.055,0.003,0.003
2022-08-22 10:10:20.40389089 +0000 UTC m=+22740.909844870,1661163020,0.004037344,0.003,0.19,0.016453488,0.004777778,0.00301626,0.003,0.005203252,0.003,0.007152778,0.01375,0.003428571,0.003,0.003
2022-08-22 10:11:20.317239945 +0000 UTC m=+22800.823193951,1661163080,0.004451477,0.003,0.375,0.015067568,0.006,0.003098039,0.003,0.00591133,0.003,0.008189655,0.0096875,0.004428571,0.003,0.003
2022-08-22 10:12:20.450614653 +0000 UTC m=+22860.956568658,1661163140,0.00456701,0.003,0.2125,0.013088235,0.00375,0.003052632,0.003,0.004380282,0.003,0.005967742,0.009330357,0.004230769,0.0026,0.003
2022-08-22 10:13:20.422946135 +0000 UTC m=+22920.928900115,1661163200,0.004610619,0.002947368,0.333333333,0.016627907,0.0059375,0.003032258,0.003,0.005798387,0.003,0.008388889,0.013461538,0.025,0.003,0.003
2022-08-22 10:14:20.492656206 +0000 UTC m=+22980.998610206,1661163260,0.004377778,0.003090909,0.5,0.017840909,0.005,0.003247423,0.003,0.004955556,0.003,0.006826923,0.01,0.078125,0.003,0.003
2022-08-22 10:15:20.46227213 +0000 UTC m=+23040.968226138,1661163320,0.004327434,0.003,0.1,0.014166667,0.004333333,0.003088496,0.003,0.00498419,0.003,0.005948276,0.008983051,0.005,0.003,0.003
2022-08-22 10:16:20.487523904 +0000 UTC m=+23100.993477884,1661163380,0.004663366,0.003,0.1,0.014308511,0.003333333,0.003018182,0.003,0.005851064,0.003666667,0.007647059,0.0153125,0.003,0.003,0.003
2022-08-22 10:17:20.238257502 +0000 UTC m=+23160.744211510,1661163440,0.004374408,0.003117647,0.175,0.014934211,0.006666667,0.003039216,0.003,0.005630841,0.003,0.006544118,0.009939024,0.004714286,0.003,0.003
2022-08-22 10:18:20.166131119 +0000 UTC m=+23220.672085100,1661163500,0.004570732,0.003,0.175,0.01527027,0.005833333,0.0031,0.003,0.006661017,0.003,0.008636364,0.012560976,0.0046,0.003,0.003
2022-08-22 10:19:20.277711461 +0000 UTC m=+23280.783665451,1661163560,0.004274336,0.0028125,0.25,0.014166667,0.00625,0.003045113,0.003,0.004631016,0.003,0.006759259,0.0109375,0.004076923,0.003,0.003
2022-08-22 10:20:20.256462472 +0000 UTC m=+23340.762416483,1661163620,0.00472549,0.003,0.2125,0.013947368,0.006607143,0.003045802,0.003,0.004817708,0.003,0.0065625,0.013,0.004529412,0.002846154,0.003
2022-08-22 10:21:20.124839002 +0000 UTC m=+23400.630792983,1661163680,0.004793814,0.003083333,0.2125,0.014714286,0.007916667,0.003127273,0.003,0.004902913,0.003,0.0075625,0.01046875,0.02125,0.003,0.003
2022-08-22 10:22:20.479687709 +0000 UTC m=+23460.985641713,1661163740,0.004569507,0.003,0.3125,0.012647059,0.006041667,0.003053097,0.003,0.004942492,0.003,0.007,0.009946809,0.04375,0.003,0.003
2022-08-22 10:23:20.622646654 +0000 UTC m=+23521.128600635,1661163800,0.004668342,0.003,0.25,0.012692308,0.0075,0.003053097,0.003,0.006325758,0.003,0.009090909,0.014090909,0.025,0.003,0.003
2022-08-22 10:24:20.315416424 +0000 UTC m=+23580.821370404,1661163860,0.004401015,0.003,0.2125,0.014864865,0.006666667,0.003018519,0.003,0.006170635,0.003,0.008611111,0.013214286,0.005,0.003,0.003
2022-08-22 10:25:20.307968894 +0000 UTC m=+23640.813922874,1661163920,0.003927757,0.003,0.1,0.013837209,0.00625,0.00305042,0.003,0.005149402,0.003,0.007302632,0.010384615,0.003,0.003,0.003
2022-08-22 10:26:20.230442135 +0000 UTC m=+23700.736396143,1661163980,0.006875,0.00308,0.175,0.010227273,0.006,0.00307619,0.003,0.004873418,0.003,0.007073171,0.011071429,0.060714286,0.003,0.003
2022-08-22 10:27:20.587362105 +0000 UTC m=+23761.093316084,1661164040,0.004706161,0.003,0.1375,0.012586207,0.004,0.003054054,0.003,0.005051282,0.003,0.007578125,0.011418919,0.003428571,0.003,0.003
2022-08-22 10:28:20.298741092 +0000 UTC m=+23820.804695072,1661164100,0.004637131,0.003,0.25,0.016214286,0.01,0.003070796,0.003,0.004651917,0.003,0.006785714,0.009150943,0.00625,0.003,0.003
2022-08-22 10:29:20.219324189 +0000 UTC m=+23880.725278187,1661164160,0.003991379,0.003,0.175,0.0125,0.003,0.00307619,0.003,0.005788889,0.003,0.008064516,0.010202703,0.004,0.003,0.003
2022-08-22 10:30:20.390478067 +0000 UTC m=+23940.896432048,1661164220,0.010652174,0.003,0.625,0.013333333,0.01,0.003132075,0.003,0.005074627,0.003,0.008,0.012432432,0.058333333,0.003,0.003
2022-08-22 10:31:20.194539457 +0000 UTC m=+24000.700493449,1661164280,0.004264706,0.003,0.2125,0.010267857,0.007083333,0.003060606,0.003,0.004717042,0.003,0.007573529,0.009943182,0.003363636,0.003,0.003
2022-08-22 10:32:20.356170946 +0000 UTC m=+24060.862124935,1661164340,0.004365854,0.003,0.19375,0.015625,0.007,0.003017857,0.003,0.005715962,0.003,0.008455882,0.013269231,0.003727273,0.003,0.003
2022-08-22 10:33:20.377263351 +0000 UTC m=+24120.883217349,1661164400,0.00447619,0.003095238,0.175,0.013387097,0.0045,0.003070175,0.003,0.005301724,0.003,0.0075625,0.012215909,0.003333333,0.003,0.003
2022-08-22 10:34:20.457033985 +0000 UTC m=+24180.962987968,1661164460,0.004646552,0.003,0.175,0.01347561,0.0075,0.003016,0.003,0.004790541,0.003,0.0075,0.011022727,0.0046,0.003,0.003
2022-08-22 10:35:20.459210781 +0000 UTC m=+24240.965164779,1661164520,0.004857923,0.003,0.25,0.014,0.008055556,0.003067797,0.003,0.005280374,0.003133333,0.0075625,0.0145,0.03125,0.003,0.003
2022-08-22 10:36:20.230266877 +0000 UTC m=+24300.736220856,1661164580,0.004452055,0.003,,0.0125,,0.003037383,,0.005556769,0.003,0.0075,0.009438776,0.0038,,0.003
2022-08-22 10:37:20.275481624 +0000 UTC m=+24360.781435605,1661164640,0.005723684,0.003058824,0.375,0.0125,0.00425,0.003052174,0.003,0.005726872,0.003,0.008448276,0.011097561,0.003222222,0.003,0.003
2022-08-22 10:38:20.150298171 +0000 UTC m=+24420.656252151,1661164700,0.004689498,0.002916667,0.3125,0.013,0.01,0.003018519,0.003,0.005971564,0.003,0.008541667,0.012378049,0.004333333,0.003,0.003
2022-08-22 10:39:20.409685252 +0000 UTC m=+24480.915639259,1661164760,0.004310345,0.003,0.19,0.013958333,0.005,0.003036036,0.003,0.004652695,0.003,0.006375,0.013214286,0.004230769,0.003,0.003
2022-08-22 10:40:20.592408606 +0000 UTC m=+24541.098362615,1661164820,0.004676768,0.002933333,0.175,0.013636364,0.003666667,0.003108108,0.003,0.005247396,0.003,0.00725,0.010384615,0.003545455,0.003,0.003
2022-08-22 10:41:20.154013979 +0000 UTC m=+24600.659967960,1661164880,0.007413793,0.003,0.333333333,0.011285714,0.004272727,0.003017544,0.003,0.004426184,0.003,0.005892857,0.010914634,0.0175,0.003,0.003
2022-08-22 10:42:20.447296774 +0000 UTC m=+24660.953250768,1661164940,0.004863415,0.00308,0.23125,0.012916667,0.003625,0.00309009,0.003,0.004403599,0.003,0.005833333,0.011621622,0.057142857,0.003,0.003
2022-08-22 10:43:20.402747374 +0000 UTC m=+24720.908701365,1661165000,0.004181395,0.003,0.25,0.0175,0.0042,0.003019417,0.0075,0.006232143,0.003,0.007820513,0.009728261,0.004,0.003,0.003
2022-08-22 10:44:20.573955965 +0000 UTC m=+24781.079909956,1661165060,0.004565957,0.0029375,0.145,0.011363636,0.0075,0.00304878,0.003,0.005881643,0.003181818,0.008355263,0.016933962,0.003428571,0.002846154,0.003
2022-08-22 10:45:20.405891552 +0000 UTC m=+24840.911845550,1661165120,0.004508772,0.003058824,0.225,0.015,0.00875,0.003017241,0.003,0.005020833,0.003,0.006964286,0.0096875,0.004454545,0.003,0.003
2022-08-22 10:46:20.547670328 +0000 UTC m=+24901.053624320,1661165180,0.003664063,0.003,0.15,0.011693548,0.009375,0.003,0.003,0.005174672,0.003,0.006607143,0.013254717,0.003933333,0.003117647,0.003
2022-08-22 10:47:20.276692521 +0000 UTC m=+24960.782646501,1661165240,0.004461538,0.003,0.375,0.012419355,0.004,0.003161616,0.003,0.005298165,0.003,0.006973684,0.009891304,0.0875,0.003,0.003
2022-08-22 10:48:20.255011454 +0000 UTC m=+25020.760965435,1661165300,0.004710407,0.003,0.2,0.0128125,0.0075,0.003,0.003,0.005534934,0.003,0.007142857,0.013989362,0.11875,0.003,0.003
2022-08-22 10:49:20.261538571 +0000 UTC m=+25080.767492551,1661165360,0.004457944,0.003,0.225,0.014615385,0.0075,0.003069565,0.003,0.006240876,0.003,0.0079375,0.012058824,0.004411765,0.003,0.003
2022-08-22 10:50:20.39874774 +0000 UTC m=+25140.904701720,1661165420,0.004212963,0.003,0.291666667,0.014875,0.015357143,0.003051282,0.003,0.004793939,0.003,0.008636364,0.014791667,0.005,0.003,0.003
2022-08-22 10:51:20.464246894 +0000 UTC m=+25200.970200892,1661165480,0.004634703,0.003,0.35,0.014928571,0.008125,0.003034188,0.003,0.00495942,0.003,0.007115385,0.01140625,0.0045,0.003,0.003
2022-08-22 10:52:20.616518222 +0000 UTC m=+25261.122472203,1661165540,0.004489583,0.003,0.175,0.013846154,0.0075,0.003,0.003,0.005287611,0.003,0.007890625,0.011463415,0.004111111,0.003,0.003
2022-08-22 10:53:20.570320607 +0000 UTC m=+25321.076274588,1661165600,0.004611111,0.002913043,0.225,0.015,0.004428571,0.003018018,0.003,0.005974576,0.003,0.008478261,0.012378049,0.0175,0.003,0.003
2022-08-22 10:54:20.412694858 +0000 UTC m=+25380.918648852,1661165660,0.004578947,0.003,0.175,0.014411765,0.006666667,0.003075472,0.003,0.005573593,0.003,0.008026316,0.009777778,0.060714286,0.003,0.003
2022-08-22 10:55:20.476187839 +0000 UTC m=+25440.982141829,1661165720,0.004742268,0.002933333,0.1375,0.013541667,0.005,0.003035714,0.003,0.006407035,0.003,0.007741935,0.011875,0.0075,0.003,0.003
2022-08-22 10:56:20.393547515 +0000 UTC m=+25500.899501496,1661165780,0.004902174,0.003076923,0.19,0.01425,0.007272727,0.003056604,0.003,0.00521164,0.003,0.0069375,0.011323529,0.052777778,0.003,0.003
2022-08-22 10:57:20.134889821 +0000 UTC m=+25560.640843805,1661165840,0.004758454,0.003,0.23125,0.010405405,0.00625,0.003064,0.003,0.005611314,0.003,0.007325581,0.014305556,0.005,0.0026,0.003
2022-08-22 10:58:20.462522864 +0000 UTC m=+25620.968476844,1661165900,0.004078261,0.003,0.25,0.012903226,0.007142857,0.003019608,0.003,0.006681223,0.003,0.008482143,0.012833333,0.0045,0.003,0.003
2022-08-22 10:59:20.546861497 +0000 UTC m=+25681.052815477,1661165960,0.004720207,0.003,0.091666667,0.013269231,0.009166667,0.003051282,0.003,0.005324519,0.003,0.007314815,0.010789474,0.004166667,0.003,0.003
2022-08-22 11:00:20.332082901 +0000 UTC m=+25740.838036881,1661166020,0.004298246,0.003,0.175,0.013571429,0.006875,0.003088496,0.003,0.005573308,0.003,0.007297297,0.011829268,0.003375,0.003,0.003
2022-08-22 11:01:20.392379717 +0000 UTC m=+25800.898333726,1661166080,0.004618605,0.002941176,0.153571429,0.012045455,0.0075,0.003,0.003,0.005712851,0.003,0.00828125,0.01,0.004538462,0.003,0.003
2022-08-22 11:02:20.212082635 +0000 UTC m=+25860.718036646,1661166140,0.005,0.003074074,0.225,0.014709302,0.008125,0.003086957,0.003,0.005067873,0.003,0.007763158,0.010405405,0.004333333,0.002777778,0.003
2022-08-22 11:03:20.313379954 +0000 UTC m=+25920.819333945,1661166200,0.004607843,0.003,0.3125,0.014318182,0.0125,0.003,0.003,0.005684358,0.003181818,0.008942308,0.013461538,0.005,0.003,0.003
2022-08-22 11:04:20.446090314 +0000 UTC m=+25980.952044294,1661166260,0.0395,0.003,0.19375,0.011693548,0.011071429,0.003017544,0.0035,0.00467893,0.003,0.0075,0.010681818,0.025,0.003,0.003
2022-08-22 11:05:20.286323471 +0000 UTC m=+26040.792277476,1661166320,0.004298578,0.002925926,0.175,0.011458333,0.008181818,0.003075472,0.003,0.006451311,0.003,0.008387097,0.01225,0.0038,0.003,0.003
2022-08-22 11:06:20.559654293 +0000 UTC m=+26101.065608293,1661166380,0.00482439,0.003,0.175,0.015054348,0.009166667,0.003016393,0.003,0.005082645,0.003,0.007012195,0.012074468,0.004272727,0.003,0.003
2022-08-22 11:07:20.528013365 +0000 UTC m=+26161.033967346,1661166440,0.006,0.003066667,0.1,0.015,0.0075,0.003059406,0.003,0.00618984,0.003,0.009134615,0.012647059,0.0035,0.003,0.003
2022-08-22 11:08:20.505429843 +0000 UTC m=+26221.011383841,1661166500,0.004223077,0.003,0.2,0.01402439,0.0075,0.00305042,0.003,0.004793103,0.003,0.007236842,0.012,0.005,0.002714286,0.003
2022-08-22 11:09:20.318498274 +0000 UTC m=+26280.824452254,1661166560,0.004806452,0.003,0.19,0.013,0.01,0.003036036,0.003,0.00585,0.003,0.008484848,0.009540816,0.004,0.003181818,0.003
2022-08-22 11:10:20.197203284 +0000 UTC m=+26340.703157263,1661166620,0.01,0.003,0.175,0.012357143,0.003,0.003,0.003,0.005143979,0.003,0.007604167,0.011022727,0.004285714,0.0005,0.003
2022-08-22 11:11:20.378929772 +0000 UTC m=+26400.884883760,1661166680,0.003938053,0.003,0.375,0.010803571,0.00625,0.003017544,0.003,0.004705382,0.003,0.006730769,0.012590909,0.04375,0.003153846,0.003
2022-08-22 11:12:20.18595016 +0000 UTC m=+26460.691904141,1661166740,0.003987234,0.003,0.2125,0.011590909,0.006071429,0.003118812,0.003,0.005699153,0.003,0.0075,0.012556818,0.003625,0.003,0.003
2022-08-22 11:13:20.442515367 +0000 UTC m=+26520.948469347,1661166800,0.016428571,0.003,0.45,0.014662162,0.005384615,0.003038462,0.003222222,0.005635081,0.003,0.007040816,0.01525,0.05,0.003,0.003
2022-08-22 11:14:20.549592005 +0000 UTC m=+26581.055545985,1661166860,0.004755869,0.003,0.2,0.012142857,0.014166667,0.00308,0.003,0.006491597,0.003,0.008716216,0.01326087,0.0041,0.002538462,0.003
2022-08-22 11:15:20.536823303 +0000 UTC m=+26641.042777283,1661166920,0.005833333,0.003,0.175,0.010703125,0.007,0.003046512,0.003,0.005385375,0.003,0.00712766,0.010357143,0.003666667,0.003,0.003
2022-08-22 11:16:20.140267106 +0000 UTC m=+26700.646221087,1661166980,0.0056,0.003,0.175,0.015948276,0.01,0.003019608,0.003,0.006292373,0.003,0.00797619,0.01140625,0.004,0.003,0.003
2022-08-22 11:17:20.369966511 +0000 UTC m=+26760.875920491,1661167040,0.003889831,0.003,0.175,0.017142857,0.003,0.003035714,0.005,0.005485437,0.003,0.007428571,0.010986842,0.005,0.003,0.003
2022-08-22 11:18:20.308930667 +0000 UTC m=+26820.814884682,1661167100,0.003818565,0.003,0.13,0.015,0.008125,0.003087719,0.003,0.006271008,0.003,0.008712121,0.01054878,0.003761905,0.003,0.003
2022-08-22 11:19:20.408112974 +0000 UTC m=+26880.914066954,1661167160,0.003982906,0.003,0.175,0.014736842,0.007083333,0.003072727,0.003,0.005516432,0.003,0.007109375,0.012012195,0.003923077,0.003,0.003
2022-08-22 11:20:20.411892746 +0000 UTC m=+26940.917846755,1661167220,0.004404444,0.003,0.175,0.012946429,0.011875,0.003019417,0.003,0.005679916,0.003,0.008857143,0.0125,0.003,0.003,0.003
2022-08-22 11:21:20.378670322 +0000 UTC m=+27000.884624301,1661167280,0.004292576,0.003,0.2125,0.011985294,0.008333333,0.003072072,0.003,0.005443723,0.003,0.007378049,0.011333333,0.005,0.002777778,0.003
2022-08-22 11:22:20.491900084 +0000 UTC m=+27060.997854065,1661167340,0.00442723,0.003,0.2,0.0105625,0.0055,0.003047244,0.003,0.00581749,0.003,0.008671875,0.012625,0.004,0.003,0.003
2022-08-22 11:23:20.267343877 +0000 UTC m=+27120.773297875,1661167400,0.00525,0.003064516,0.15625,0.009932432,0.004,0.003035714,0.003,0.004720635,0.003,0.005986842,0.009438776,0.003533333,0.003,0.003
2022-08-22 11:24:20.430311287 +0000 UTC m=+27180.936265299,1661167460,0.004240175,0.003,0.225,0.015714286,0.006590909,0.00303125,0.003,0.006072874,0.003,0.0076875,0.014897959,0.0045,0.003,0.003
2022-08-22 11:25:20.449245914 +0000 UTC m=+27240.955199894,1661167520,0.004435897,0.003083333,0.175,0.01421875,0.006875,0.003049587,0.003,0.004884477,0.003,0.0075,0.013214286,0.004333333,0.003,0.003
2022-08-22 11:26:20.381915422 +0000 UTC m=+27300.887869418,1661167580,0.008035714,0.003058824,0.225,0.010703125,0.006875,0.003033898,0.003,0.004707463,0.003,0.006826923,0.011346154,0.0625,0.003,0.003
2022-08-22 11:27:20.519365877 +0000 UTC m=+27361.025319875,1661167640,0.004,0.003,0.25,0.014736842,0.003363636,0.003,0.003,0.005188053,0.003,0.006875,0.013125,0.0075,0.003,0.003
2022-08-22 11:28:20.419235674 +0000 UTC m=+27420.925189654,1661167700,0.00410084,0.003,0.19375,0.0175,0.003307692,0.003035398,0.003,0.005588235,0.003153846,0.008106061,0.013605769,0.004058824,0.003,0.003
2022-08-22 11:29:20.35669399 +0000 UTC m=+27480.862647988,1661167760,0.003983193,0.003,0.1375,0.014939024,0.0075,0.00308547,0.003,0.006149554,0.003,0.008175676,0.0128125,0.003222222,0.003,0.003
2022-08-22 11:30:20.246360941 +0000 UTC m=+27540.752314921,1661167820,0.005689655,0.003090909,0.3125,0.011875,0.00625,0.003086957,0.003,0.006583333,0.003,0.007820513,0.014602273,0.03125,0.003,0.003
2022-08-22 11:31:20.393514972 +0000 UTC m=+27600.899468953,1661167880,0.004294118,0.003,0.25,0.012837838,0.004,0.003018018,0.003,0.005191257,0.003,0.007094595,0.00962766,0.0035,0.0005,0.003
2022-08-22 11:32:20.376258801 +0000 UTC m=+27660.882212781,1661167940,0.004103448,0.003,0.1375,0.01375,0.005833333,0.003033898,0.003,0.005992823,0.003,0.008409091,0.014076087,0.004,0.003,0.003
2022-08-22 11:33:20.302552741 +0000 UTC m=+27720.808506739,1661168000,0.004034783,0.003,0.375,0.013040541,0.0048,0.003033613,0.003,0.004618497,0.003,0.006742424,0.01326087,0.004076923,0.003,0.003
2022-08-22 11:34:20.488665992 +0000 UTC m=+27780.994619973,1661168060,0.005258621,0.003,0.3125,0.014642857,0.0075,0.003069565,0.005,0.005985477,0.0034,0.009166667,0.0125,0.0375,0.003,0.003
2022-08-22 11:35:20.497642302 +0000 UTC m=+27841.003596282,1661168120,0.004330544,0.003,0.25,0.011102941,0.004333333,0.003015748,0.003,0.004741325,0.003285714,0.006691176,0.009855769,0.004166667,0.003,0.003
2022-08-22 11:36:20.468901376 +0000 UTC m=+27900.974855357,1661168180,0.003644898,0.002928571,0.1,0.013846154,0.006666667,0.003016,0.003,0.00595,0.003,0.008012821,0.009655172,0.0035,0.002777778,0.0034
