time,timestamp,recommendationservice_productcatalogservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,frontend_currencyservice,frontend_checkoutservice,frontend_adservice,frontend_cartservice,frontend_recommendationservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_shippingservice
2022-08-22 11:05:20.302498757 +0000 UTC m=+26040.808452740,1661166320,0.009711538,0.003,0.00794686,0.003666667,0.008893805,0.175,0.013157895,0.00479661,0.013863636,0.003,0.003736842,0.0115,0.004090909,0.003666667
2022-08-22 11:06:20.582581973 +0000 UTC m=+26101.088535955,1661166380,0.008719512,0.003666667,0.007774823,0.006666667,0.008595041,0.175,0.014772727,0.005362903,0.014210526,0.003666667,0.0035,0.0175,0.004,0.003285714
2022-08-22 11:07:20.545914364 +0000 UTC m=+26161.051868389,1661166440,0.009137931,0.003,0.008119266,0.006666667,0.008671171,0.175,0.015,0.005,0.016306818,0.003,0.004052632,0.009,0.003222222,0.003666667
2022-08-22 11:08:20.523187189 +0000 UTC m=+26221.029141180,1661166500,0.009111111,0.003666667,0.007847826,0.005,0.006964286,0.15625,0.014756098,0.004757576,0.01602459,0.005,0.003869565,0.009375,0.005,0.006666667
2022-08-22 11:09:20.392015721 +0000 UTC m=+26280.897969701,1661166560,0.008173077,0.0034,0.007959184,0.004428571,0.009138655,0.175,0.013088235,0.004178082,0.0135,0.0034,0.003666667,0.01375,0.008125,0.004
2022-08-22 11:10:20.215259559 +0000 UTC m=+26340.721213539,1661166620,0.009146341,0.003,0.008038462,0.005,0.018181818,0.23125,0.013970588,0.003891566,0.014528302,0.003,0.003454545,0.0075,0.003,0.003
2022-08-22 11:11:20.399525582 +0000 UTC m=+26400.905479579,1661166680,0.008858696,0.003333333,0.007794677,0.006818182,0.006536458,0.375,0.012954545,0.005730769,0.014659091,0.003333333,0.004142857,0.00925,0.059090909,0.0038
2022-08-22 11:12:20.200683554 +0000 UTC m=+26460.706637543,1661166740,0.009191176,0.0035,0.008553299,0.0075,0.006659836,0.25,0.012571429,0.00535,0.015357143,0.0035,0.0035,0.0075,0.004272727,0.0035
2022-08-22 11:13:20.461564355 +0000 UTC m=+26520.967518336,1661166800,0.010517241,0.0034,0.008882488,0.004846154,0.023815789,0.4375,0.015208333,0.004559322,0.0175,0.004,0.004833333,0.00875,0.059090909,0.003777778
2022-08-22 11:14:20.568068223 +0000 UTC m=+26581.074022221,1661166860,0.009833333,0.003,0.00803,0.004,0.009189815,0.184375,0.01328125,0.00516129,0.014285714,0.003666667,0.004047619,0.016923077,0.004375,0.003285714
2022-08-22 11:15:20.554904517 +0000 UTC m=+26641.060858497,1661166920,0.008125,0.003,0.0077443,0.004428571,0.009466019,0.1625,0.012647059,0.004611111,0.013818182,0.004,0.003695652,0.0115,0.0044,0.003181818
2022-08-22 11:16:20.15678903 +0000 UTC m=+26700.662743010,1661166980,0.008589744,0.0075,0.00760582,0.0075,0.009925,0.175,0.016774194,0.005260417,0.013648649,0.0075,0.004333333,0.0175,0.004,0.0075
2022-08-22 11:17:20.385153457 +0000 UTC m=+26760.891107449,1661167040,0.009144737,0.005,0.008108856,0.006666667,0.006995968,0.175,0.017884615,0.006304348,0.015235849,0.005,0.003588235,0.004,0.0035,0.003
2022-08-22 11:18:20.330691443 +0000 UTC m=+26820.836645432,1661167100,0.008653846,0.003,0.007359551,0.003666667,0.006626984,0.1375,0.015172414,0.004226667,0.014363636,0.005,0.0034,0.01225,0.0039,0.0035
2022-08-22 11:19:20.430893409 +0000 UTC m=+26880.936847397,1661167160,0.009513889,0.003,0.00828125,0.006,0.007462687,0.2,0.015357143,0.004507692,0.015590909,0.003666667,0.003761905,0.01125,0.0035,0.0042
2022-08-22 11:20:20.430174718 +0000 UTC m=+26940.936128710,1661167220,0.009017857,0.003666667,0.00809322,0.006666667,0.007838346,0.175,0.014038462,0.004924528,0.01625,0.0075,0.003888889,0.0145,0.0075,0.003
2022-08-22 11:21:20.398541645 +0000 UTC m=+27000.904495625,1661167280,0.008295455,0.0035,0.00694,0.006785714,0.007636364,0.25,0.01375,0.00557377,0.014027778,0.006875,0.003571429,0.01375,0.004555556,0.005
2022-08-22 11:22:20.513882283 +0000 UTC m=+27061.019836263,1661167340,0.009642857,0.003,0.007765957,0.006,0.008004587,0.175,0.011785714,0.005471014,0.015588235,0.003666667,0.0036,0.008055556,0.004777778,0.003666667
2022-08-22 11:23:20.28629908 +0000 UTC m=+27120.792253073,1661167400,0.00798913,0.0035,0.006756757,0.0035,0.009084507,0.15,0.010967742,0.004166667,0.0121875,0.004333333,0.003695652,0.0075,0.00625,0.004333333
2022-08-22 11:24:20.457142478 +0000 UTC m=+27180.963096460,1661167460,0.01,0.003,0.008519164,0.005,0.008180147,0.225,0.016315789,0.004909091,0.016409091,0.005833333,0.0039,0.009642857,0.008333333,0.003222222
2022-08-22 11:25:20.475886784 +0000 UTC m=+27240.981840774,1661167520,0.008928571,0.003,0.007747253,0.005833333,0.008074074,0.2,0.015208333,0.004324324,0.015263158,0.003,0.003413793,0.0075,0.003666667,0.004
2022-08-22 11:26:20.399675062 +0000 UTC m=+27300.905629052,1661167580,0.008785714,0.003,0.006316964,0.006428571,0.009489247,0.2125,0.010909091,0.004515152,0.012307692,0.006875,0.003142857,0.014166667,0.0075,0.003857143
2022-08-22 11:27:20.541925738 +0000 UTC m=+27361.047879725,1661167640,0.008863636,0.003,0.008604869,0.005,0.007775591,0.333333333,0.0161875,0.005793651,0.01609375,0.003,0.003631579,0.006428571,0.01,0.003285714
2022-08-22 11:28:20.440899372 +0000 UTC m=+27420.946853362,1661167700,0.009932432,0.003,0.008808725,0.004333333,0.00785473,0.225,0.018231707,0.004931034,0.016445313,0.003,0.004625,0.007222222,0.004454545,0.003857143
2022-08-22 11:29:20.37756303 +0000 UTC m=+27480.883517011,1661167760,0.008944444,0.003,0.008302365,0.004,0.007267442,0.15,0.016402439,0.004012346,0.01625,0.004,0.003545455,0.0125,0.003285714,0.005
2022-08-22 11:30:20.268882192 +0000 UTC m=+27540.774836179,1661167820,0.009513889,0.0075,0.00790856,0.007,0.009354167,0.2125,0.013088235,0.004380282,0.015904255,0.004,0.003631579,0.011875,0.0075,0.004
2022-08-22 11:31:20.433829663 +0000 UTC m=+27600.939783662,1661167880,0.008055556,0.003,0.007807203,0.005,0.007372881,0.175,0.013355263,0.005950704,0.014182692,0.003,0.003571429,0.0075,0.0175,0.005
2022-08-22 11:32:20.3954992 +0000 UTC m=+27660.901453201,1661167940,0.009671053,0.003,0.008044355,0.00625,0.007603448,0.175,0.0154375,0.005403226,0.015265957,0.003,0.003857143,0.0125,0.003666667,0.00625
2022-08-22 11:33:20.320322466 +0000 UTC m=+27720.826276448,1661168000,0.009189189,0.003,0.008019068,0.0042,0.007165179,0.333333333,0.014038462,0.004277778,0.013662791,0.004,0.004,0.00875,0.005,0.003
2022-08-22 11:34:20.510593519 +0000 UTC m=+27781.016547499,1661168060,0.009677419,0.00625,0.008238007,0.004,0.009504505,0.1,0.014939024,0.004522388,0.017118644,0.004,0.005384615,0.00875,0.0075,0.0034
2022-08-22 11:35:20.516745392 +0000 UTC m=+27841.022699407,1661168120,0.008457447,0.003,0.007324841,0.0075,0.007972973,0.333333333,0.012083333,0.005950704,0.013396226,0.005,0.003631579,0.0075,0.00625,0.005
2022-08-22 11:36:20.53416236 +0000 UTC m=+27901.040116339,1661168180,0.007818182,0.005,0.00769697,0.007142857,0.00655303,0.15625,0.014125,0.005568182,0.012695313,0.006666667,0.003642857,0.009583333,0.004,0.003666667
2022-08-22 11:37:20.416736557 +0000 UTC m=+27960.922690546,1661168240,0.009,0.003,0.00748227,0.003222222,0.008883495,0.15,0.014807692,0.004746032,0.016,0.0035,0.003526316,0.0075,0.003727273,0.003222222
2022-08-22 11:38:20.340136267 +0000 UTC m=+28020.846090246,1661168300,0.009294872,0.004,0.008918919,0.005,0.007775862,0.19375,0.014125,0.005087719,0.016617647,0.003,0.0037,0.015357143,0.004428571,0.0034
2022-08-22 11:39:20.364402654 +0000 UTC m=+28080.870356643,1661168360,0.010725806,0.003,0.007762238,0.005,0.007182203,0.1,0.015723684,0.0046875,0.0172,0.004,0.003285714,0.01,0.003444444,0.00625
2022-08-22 11:40:20.603032663 +0000 UTC m=+28141.108986644,1661168420,0.0094375,0.003,0.00787963,0.006428571,0.00825,0.16,0.014186047,0.005404412,0.015192308,0.0035,0.003521739,0.01,0.00475,0.0035
2022-08-22 11:41:20.454103496 +0000 UTC m=+28200.960057485,1661168480,0.009642857,0.003,0.0075,0.006666667,0.009338235,0.291666667,0.014791667,0.004851852,0.016428571,0.003,0.003,0.0075,0.003545455,0.003666667
2022-08-22 11:42:20.444162244 +0000 UTC m=+28260.950116236,1661168540,0.009071429,0.003,0.008258929,0.0034,0.009424779,0.2125,0.016875,0.004580645,0.01625,0.003,0.004,0.0075,0.115,0.0034
2022-08-22 11:43:20.391140662 +0000 UTC m=+28320.897094643,1661168600,0.009191176,0.003666667,0.008048077,0.0055,0.00877193,0.2125,0.013214286,0.004098592,0.01585,0.003,0.0034,0.014285714,0.0175,0.00325
2022-08-22 11:44:20.408447399 +0000 UTC m=+28380.914401379,1661168660,0.008139535,0.003,0.006778351,0.003666667,0.016617647,0.375,0.0124375,0.003738095,0.013679245,0.005,0.003285714,0.0125,0.06875,0.003666667
2022-08-22 11:45:20.556575818 +0000 UTC m=+28441.062529798,1661168720,0.009741379,0.0035,0.008886463,0.005,0.007933333,0.3125,0.017674419,0.00602459,0.015744681,0.0035,0.005833333,0.008928571,0.0046,0.003
2022-08-22 11:46:20.276563296 +0000 UTC m=+28500.782517303,1661168780,0.007440476,0.0035,0.007391304,0.007142857,0.00799569,0.25,0.016532258,0.005952381,0.014285714,0.003,0.0042,0.007857143,0.0044,0.004333333
2022-08-22 11:47:20.439287885 +0000 UTC m=+28560.945241865,1661168840,0.009732143,0.003,0.008824627,0.003,0.0175,,0.01703125,0.004333333,0.01609375,0.003,0.003470588,0.007916667,0.1375,0.003
2022-08-22 11:48:20.565956751 +0000 UTC m=+28621.071910741,1661168900,0.008125,0.003,0.008841463,0.003666667,0.008962585,0.28125,0.018684211,0.004806452,0.0146875,0.003285714,0.0042,0.0065625,0.004125,0.003666667
2022-08-22 11:49:20.575376086 +0000 UTC m=+28681.081330077,1661168960,0.009679487,0.003,0.008269896,0.008,0.007154472,0.175,0.017285714,0.006107143,0.018055556,0.003666667,0.003285714,0.0075,0.004333333,0.003285714
2022-08-22 11:50:20.455329794 +0000 UTC m=+28740.961283775,1661169020,0.008841463,0.003,0.007527574,0.007142857,0.008347458,0.16,0.014464286,0.005857143,0.015131579,0.0035,0.003705882,0.011875,0.004166667,0.003857143
2022-08-22 11:51:20.212291759 +0000 UTC m=+28800.718245757,1661169080,0.008488372,0.003,0.007964015,0.004,0.009275701,0.25,0.0145,0.004633333,0.015801887,0.003,0.0038,0.0085,0.004333333,0.003
2022-08-22 11:52:20.686154939 +0000 UTC m=+28861.192108922,1661169140,0.008815789,0.003,0.007591837,0.005,0.008173913,0.15625,0.014596774,0.004677419,0.015526316,0.005,0.0034,0.0175,0.003333333,0.003
2022-08-22 11:53:20.463606783 +0000 UTC m=+28920.969560762,1661169200,0.008857143,0.003,0.00705,0.006538462,0.025568182,0.2125,0.013428571,0.003909091,0.013,0.004,0.0046,0.010625,0.004578947,0.003571429
2022-08-22 11:54:20.414342812 +0000 UTC m=+28980.920296801,1661169260,0.008988095,0.003,0.007519531,0.006875,0.008883929,0.175,0.013375,0.0062,0.014471154,0.004333333,0.004111111,0.0075,0.0045,0.005
2022-08-22 11:55:20.412043923 +0000 UTC m=+29040.917997919,1661169320,0.009416667,0.003,0.00806867,0.0075,0.007725694,0.2125,0.015965909,0.005833333,0.01515625,0.005,0.004428571,0.0075,0.004,0.003
2022-08-22 11:56:20.396159363 +0000 UTC m=+29100.902113370,1661169380,0.009125,0.003,0.00765873,0.006,0.007327586,0.225,0.014943182,0.004105263,0.014553571,0.0034,0.00325,0.008,0.0175,0.003
2022-08-22 11:57:20.512284158 +0000 UTC m=+29161.018238138,1661169440,0.009117647,0.004,0.009329502,0.004428571,0.009153226,0.2125,0.018108108,0.005172414,0.016864407,0.004,0.004714286,0.014375,0.004176471,0.004
2022-08-22 11:58:20.387939405 +0000 UTC m=+29220.893893396,1661169500,0.009347826,0.003,0.008441296,0.005714286,0.009777778,0.175,0.014166667,0.006197183,0.016,0.005,0.003782609,0.015,0.005,0.0034
2022-08-22 11:59:20.665766295 +0000 UTC m=+29281.171720300,1661169560,0.008618421,0.003,0.007298658,0.005,0.007431193,0.175,0.014939024,0.005381356,0.014444444,0.0035,0.00332,0.0065,0.005,0.0035
2022-08-22 12:00:20.357059819 +0000 UTC m=+29340.863013799,1661169620,0.009857143,0.003,0.008354317,0.004555556,0.024693878,0.225,0.01475,0.004774194,0.017840909,0.0042,0.004411765,0.009423077,0.034375,0.003461538
2022-08-22 12:01:20.649816962 +0000 UTC m=+29401.155770954,1661169680,0.009861111,0.0034,0.008164794,0.005,0.008552632,0.1875,0.016397059,0.0044375,0.016101695,0.0034,0.0041,0.007857143,0.004111111,0.003666667
2022-08-22 12:02:20.51928888 +0000 UTC m=+29461.025242861,1661169740,0.011463415,0.003,0.008403084,0.006428571,0.009048673,0.2,0.016358696,0.005282258,0.015568182,0.004333333,0.0038,0.01,0.0575,0.0035
2022-08-22 12:03:20.309491574 +0000 UTC m=+29520.815445555,1661169800,0.00859375,0.003666667,0.007148438,0.006666667,0.00875,0.175,0.014038462,0.005416667,0.013333333,0.003,0.003727273,0.01,0.004333333,0.003285714
2022-08-22 12:04:20.6341164 +0000 UTC m=+29581.140070394,1661169860,0.009934211,0.003,0.008205357,0.005,0.008520408,0.25,0.016346154,0.005394737,0.015976563,0.0034,0.004263158,0.005833333,0.004,0.003181818
2022-08-22 12:05:20.230194688 +0000 UTC m=+29640.736148668,1661169920,0.00827381,0.003,0.008066547,0.004111111,0.008162879,0.25,0.014256757,0.00484127,0.0154,0.003333333,0.003666667,0.008125,0.006666667,0.003
2022-08-22 12:06:20.285352441 +0000 UTC m=+29700.791306422,1661169980,0.008372093,0.003,0.007363281,0.005,0.006772727,0.25,0.01347561,0.004516129,0.013367347,0.003,0.003352941,0.01,0.004,0.003
2022-08-22 12:07:20.456598999 +0000 UTC m=+29760.962552997,1661170040,0.008448276,0.003,0.008297491,0.005,0.009754464,0.25,0.0176875,0.006923077,0.01525,0.0035,0.003434783,0.0071875,0.120454545,0.0035
2022-08-22 12:08:20.530254216 +0000 UTC m=+29821.036208196,1661170100,0.009125,0.003,0.008307985,0.006818182,0.008482906,0.19375,0.015294118,0.006424051,0.0155,0.003666667,0.004375,0.008846154,0.025,0.003909091
2022-08-22 12:09:20.425635499 +0000 UTC m=+29880.931589479,1661170160,0.008928571,0.0034,0.00833612,0.0034,0.007695035,0.2125,0.015384615,0.004964912,0.015708955,0.0075,0.004142857,0.01,0.041666667,0.004
2022-08-22 12:10:20.582017894 +0000 UTC m=+29941.087971874,1661170220,0.0080625,0.003,0.007094828,0.005,0.0064,0.175,0.015625,0.004580645,0.013605769,0.003,0.003521739,0.0075,0.0032,0.0042
2022-08-22 12:11:20.512491478 +0000 UTC m=+30001.018445469,1661170280,0.008895349,0.003,0.007872137,0.004428571,0.008169643,0.225,0.0143125,0.004240506,0.014918033,0.00625,0.003518519,0.0075,0.00625,0.004
2022-08-22 12:12:20.252012364 +0000 UTC m=+30060.757966345,1661170340,0.009296875,0.003666667,0.008303571,0.006136364,0.007945736,0.185714286,0.015472973,0.006153846,0.016807692,0.004,0.003769231,0.008125,0.005,0.003428571
2022-08-22 12:13:20.225965446 +0000 UTC m=+30120.731919428,1661170400,0.008560606,0.004,0.007367021,0.0075,0.008837719,0.175,0.015073529,0.006287879,0.013829787,0.00625,0.003454545,0.0075,0.0042,0.003
2022-08-22 12:14:20.510141863 +0000 UTC m=+30181.016095844,1661170460,0.008833333,0.0034,0.008014706,0.003,0.007413194,0.175,0.017094595,0.004692308,0.014669811,0.003,0.003761905,0.0065,0.075,0.004
2022-08-22 12:15:20.223076005 +0000 UTC m=+30240.729030009,1661170520,0.008984375,0.0035,0.008088235,0.0046,0.051388889,0.25,0.01425,0.00475,0.017297297,0.004333333,0.0038,0.0175,0.004777778,0.005833333
2022-08-22 12:16:20.300589654 +0000 UTC m=+30300.806543634,1661170580,0.007573529,0.003,0.006809955,0.006666667,0.009821429,0.5,0.014166667,0.004278689,0.013658537,0.003,0.003555556,0.0045,0.004,0.005
2022-08-22 12:17:20.837284162 +0000 UTC m=+30361.343238159,1661170640,0.0071875,0.003,0.006797189,0.00625,0.006583333,0.2125,0.011875,0.005708333,0.01203125,0.004,0.003631579,0.0042,0.00375,0.0034
2022-08-22 12:18:20.519709104 +0000 UTC m=+30421.025663108,1661170700,0.009329268,0.003,0.007542373,0.005833333,0.007125,0.625,0.014431818,0.005084746,0.014090909,0.003,0.00425,0.018571429,0.045833333,0.003
2022-08-22 12:19:20.539962215 +0000 UTC m=+30481.045916204,1661170760,0.007621951,0.004,0.007428571,0.004,0.010967742,0.375,0.014921875,0.004275862,0.014038462,0.003,0.003769231,0.0045,0.004333333,0.003
2022-08-22 12:20:20.470898825 +0000 UTC m=+30540.976852814,1661170820,0.009609375,0.003,0.007998534,0.003,0.007146018,0.175,0.016666667,0.004194444,0.01625,0.003,0.004571429,0.0075,0.003,0.003
2022-08-22 12:21:20.496617231 +0000 UTC m=+30601.002571243,1661170880,0.010803571,0.003,0.00762069,0.006666667,0.008995726,0.34375,0.013541667,0.004970588,0.017653061,0.003,0.003333333,0.009166667,0.005,0.003
2022-08-22 12:22:20.310219233 +0000 UTC m=+30660.816173214,1661170940,0.009166667,0.003,0.008073308,0.005833333,0.008166667,0.175,0.014852941,0.005083333,0.01495,0.003333333,0.003592593,0.0084375,0.0038,0.003153846
2022-08-22 12:23:20.363924626 +0000 UTC m=+30720.869878608,1661171000,0.00945122,0.003,0.008362403,0.006153846,0.007678571,0.23125,0.013333333,0.005588235,0.017083333,0.003222222,0.003692308,0.007291667,0.006785714,0.003352941
2022-08-22 12:24:20.379204104 +0000 UTC m=+30780.885158084,1661171060,0.00797619,0.003333333,0.007853448,0.004111111,0.008446602,0.23125,0.015675676,0.00496875,0.014419643,0.0045,0.00348,0.008,0.0475,0.003545455
2022-08-22 12:25:20.21348696 +0000 UTC m=+30840.719440950,1661171120,0.009107143,0.003,0.008404437,0.00625,0.009029605,0.2125,0.017134146,0.004323529,0.015416667,0.004,0.004111111,0.01,0.0175,0.00625
2022-08-22 12:26:20.568340382 +0000 UTC m=+30901.074294363,1661171180,0.009761905,0.003,0.008319257,0.003,0.006940789,0.25,0.014928571,0.004125,0.016737288,0.005,0.003592593,0.01,0.005,0.003
2022-08-22 12:27:20.554742938 +0000 UTC m=+30961.060696926,1661171240,0.0091875,0.003285714,0.008898176,0.006111111,0.009785156,0.34375,0.017285714,0.006378205,0.017714286,0.0042,0.004130435,0.01125,0.005,0.003285714
2022-08-22 12:28:20.509393283 +0000 UTC m=+31021.015347267,1661171300,0.008828125,0.003,0.008028634,0.0075,0.008763441,0.25,0.011730769,0.005871212,0.014360465,0.003666667,0.003285714,0.006666667,0.004,0.003285714
2022-08-22 12:29:20.401594883 +0000 UTC m=+31080.907548884,1661171360,0.008445946,0.003,0.008085106,0.005,0.009173228,0.25,0.015909091,0.004894737,0.014787234,0.003,0.003625,0.00625,0.003666667,0.003
2022-08-22 12:30:20.35446433 +0000 UTC m=+31140.860418319,1661171420,0.00922619,0.003,0.007745902,0.003857143,0.008043478,0.175,0.013145161,0.00446875,0.01405,0.0035,0.003777778,0.0085,0.025,0.003222222
2022-08-22 12:31:20.563628637 +0000 UTC m=+31201.069582618,1661171480,0.011097561,0.003,0.007752809,0.005,0.006779279,0.175,0.013636364,0.003775,0.01495,0.005,0.004142857,0.01,0.01,0.006666667
2022-08-22 12:32:20.237424501 +0000 UTC m=+31260.743378498,1661171540,0.008308824,0.003,0.0079,0.006,0.018457447,0.1375,0.01375,0.006333333,0.015172414,0.003,0.00425,0.0075,0.0625,0.003285714
2022-08-22 12:33:20.436326473 +0000 UTC m=+31320.942280462,1661171600,0.009038462,,0.007013619,,0.007255435,0.1,0.016513158,0.006050725,0.014132653,,0.003666667,,,
2022-08-22 12:34:20.514938913 +0000 UTC m=+31381.020892917,1661171660,0.009121622,0.003,0.008232601,0.005833333,0.007185039,0.1375,0.015,0.004694915,0.015172414,0.006875,0.00425,0.0075,0.004,0.004333333
2022-08-22 12:35:20.444745214 +0000 UTC m=+31440.950699203,1661171720,0.008076923,0.0035,0.008449519,0.005,0.00934322,0.333333333,0.015328947,0.004873016,0.015357143,0.004333333,0.004111111,0.0125,0.01,0.003222222
2022-08-22 12:36:20.356077202 +0000 UTC m=+31500.862031206,1661171780,0.007948718,0.003,0.007325581,0.0035,0.00736,0.75,0.012327586,0.005294118,0.0116875,0.003,0.0042,0.00625,0.075,0.003
2022-08-22 12:37:20.24710823 +0000 UTC m=+31560.753062211,1661171840,0.008611111,0.003666667,0.007986425,0.005,0.006521739,0.15,0.013958333,0.005848214,0.01606383,0.003666667,0.0035,0.00875,0.0046,0.003285714
2022-08-22 12:38:20.309919724 +0000 UTC m=+31620.815873727,1661171900,0.009722222,0.003,0.007420814,0.003571429,0.007260638,0.16,0.0139,0.003941176,0.012678571,0.003,0.003666667,0.01,0.0046,0.00325
2022-08-22 12:39:20.400861469 +0000 UTC m=+31680.906815483,1661171960,0.008181818,0.0035,0.007570423,0.0035,0.006706731,0.2125,0.015514706,0.004704918,0.01375,0.004333333,0.003782609,0.006785714,0.004,0.0035
2022-08-22 12:40:20.323587997 +0000 UTC m=+31740.829541989,1661172020,0.008109756,0.003333333,0.007609127,0.004111111,0.007612613,0.225,0.011928571,0.005375,0.015113636,0.003333333,0.0037,0.012142857,0.0375,0.003545455
2022-08-22 12:41:20.475957223 +0000 UTC m=+31800.981911211,1661172080,0.009833333,,0.007479839,,0.015,,0.01362069,0.005819672,0.0143125,,0.003875,,,
2022-08-22 12:42:20.574008547 +0000 UTC m=+31861.079962527,1661172140,0.008653846,0.003,0.007981132,0.005,0.008937008,0.175,0.01325,0.003985915,0.016542553,0.00625,0.003588235,0.0175,0.0075,0.0034
2022-08-22 12:43:20.575190415 +0000 UTC m=+31921.081144396,1661172200,0.008597561,0.003666667,0.007161654,0.0042,0.009237288,0.175,0.015735294,0.004929825,0.013989362,0.005,0.003842105,0.007777778,0.005,0.003285714
